序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,Data
108346,16:56:39.903,0x2AE427CF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 18 61 20 1C 45 EE D7 07 
108347,16:56:39.903,0x2AE427D1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D2 3D 68 32 41 00 17 2D 
108348,16:56:39.903,0x2AE427D3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 16 67 CB 3C 8F B3 E6 EC 
108349,16:56:39.903,0x2AE427D5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E5 A4 B2 4B BA 41 BD CC 
108350,16:56:39.903,0x2AE427D7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4C BF 1A 42 93 FB 24 16 
108351,16:56:39.903,0x2AE427D9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 77 73 0C D7 6D 62 DD B8 
108352,16:56:39.903,0x2AE427DB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 22 DD 23 C4 1C BC 8D 34 
108353,16:56:39.903,0x2AE427DD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 24 CC F7 9B 55 12 EA 01 
108354,16:56:39.903,0x2AE427DF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 81 11 E4 2F C2 41 8D 
108355,16:56:39.903,0x2AE427E1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A8 1B 1C C1 61 88 DC C4 
108356,16:56:39.903,0x2AE427E3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8D 59 FD 2E 69 89 42 52 
108357,16:56:39.903,0x2AE427E5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 92 80 A3 85 B1 27 57 D7 
108358,16:56:39.903,0x2AE427E7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E6 81 1C C9 70 12 48 05 
108359,16:56:39.903,0x2AE427E9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 20 4B EA 36 EE 05 49 49 
108360,16:56:39.903,0x2AE427EB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 90 F8 5D 88 12 63 69 
108361,16:56:39.903,0x2AE427ED,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CF 5F E5 88 40 65 31 4A 
108362,16:56:39.903,0x2AE427EF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AE 78 46 EC 2D D1 A2 82 
108363,16:56:39.903,0x2AE427F1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C2 54 97 4C 4C 03 99 88 
108364,16:56:39.903,0x2AE427F3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2E 6D C7 3A 05 00 10 14 
108365,16:56:39.903,0x2AE427F5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EF 84 86 06 E4 3F 0D 7E 
108366,16:56:39.903,0x2AE427F7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F7 65 7E 34 A9 C8 2C 54 
108367,16:56:39.903,0x2AE427F9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 D0 03 BC 69 1F D8 A4 
108368,16:56:39.903,0x2AE427FB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 2C 4E A0 E0 89 0F 03 
108369,16:56:39.903,0x2AE427FD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B6 F3 BD 3F E4 74 78 A7 
108370,16:56:39.903,0x2AE427FF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 08 CF 30 26 04 BF 66 80 
108371,16:56:39.903,0x2AE42801,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 29 20 3A 54 A2 C3 3D 74 
108372,16:56:39.903,0x2AE42803,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 92 C3 B1 45 2A 48 F0 B3 
108373,16:56:39.903,0x2AE42805,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 83 FE F4 B8 BB 9E F5 35 
108374,16:56:39.903,0x2AE42807,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 24 A4 61 72 E5 C9 D6 
108375,16:56:39.903,0x2AE42809,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F3 7D FA 6B 4D 04 16 48 
108376,16:56:39.903,0x2AE4280B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 60 1D CD F7 B7 CE 46 81 
108377,16:56:39.903,0x2AE4280D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 02 C0 57 84 97 17 2C DB 
108378,16:56:39.903,0x2AE4280F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 11 79 A5 64 E2 2E 15 1E 
108379,16:56:39.903,0x2AE42811,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2C 5B DC E7 3C 1F 5B 55 
108380,16:56:39.903,0x2AE42813,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1A C6 C0 DB 36 3B 98 E5 
108381,16:56:39.903,0x2AE42815,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E7 59 83 29 24 B8 22 00 
108382,16:56:39.903,0x2AE42817,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CC F6 C1 87 58 80 8A 82 
108383,16:56:39.903,0x2AE42819,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4A 59 DC 5C 13 73 AE 7A 
108384,16:56:39.903,0x2AE4281B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FD D6 01 05 80 71 1D 76 
108385,16:56:39.903,0x2AE4281D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F2 CA 2F C2 98 A4 28 48 
108386,16:56:39.903,0x2AE4281F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C2 D9 69 6C 9F 5E 79 B0 
108387,16:56:39.903,0x2AE42821,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A0 82 9C 58 49 20 34 13 
108388,16:56:39.903,0x2AE42823,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FF 00 5A 6A 07 1F 77 A0 
108389,16:56:39.903,0x2AE42825,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8E 27 25 92 C0 67 37 D2 
108390,16:56:39.903,0x2AE42827,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 69 92 EE 4A 7C 24 89 39 
108391,16:56:39.903,0x2AE42829,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 DC 47 5A C9 50 41 21 
108392,16:56:39.903,0x2AE4282B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CA 89 26 0D 86 E0 F4 88 
108393,16:56:39.903,0x2AE4282D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A1 85 44 A8 15 3A 64 8C 
108394,16:56:39.933,0x2AE4282F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8E 73 BD 9B 3D F7 09 E0 
108395,16:56:39.933,0x2AE42831,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FF 00 CC 97 38 8A B7 92 
108396,16:56:39.933,0x2AE42833,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0D C8 BB E5 A7 A5 22 88 
108397,16:56:39.933,0x2AE42835,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 1C 3E 10 E3 72 77 39 
108398,16:56:39.933,0x2AE42837,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6C FD 69 88 C2 52 5D CC 
108399,16:56:39.933,0x2AE42839,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BB DD B6 CF D9 E9 86 05 
108400,16:56:39.933,0x2AE4283B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 38 01 C3 BE CF D6 0E DC 
108401,16:56:39.933,0x2AE4283D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 68 24 B4 00 0E 1B AC 19 
108402,16:56:39.933,0x2AE4283F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 39 3F 3D F4 BD 41 09 52 
108403,16:56:39.933,0x2AE42841,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 2C C8 4B 8D CB 34 F3 
108404,16:56:39.933,0x2AE42843,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6E 40 73 AE C2 A0 5C 00 
108405,16:56:39.933,0x2AE42845,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F6 FF 00 F2 E5 98 31 E5 
108406,16:56:39.933,0x2AE42847,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E4 6A 63 F2 27 C4 96 C2 
108407,16:56:39.933,0x2AE42849,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A3 70 2C 44 4D FC FD E8 
108408,16:56:39.933,0x2AE4284B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 39 94 8C 40 28 12 46 82 
108409,16:56:39.933,0x2AE4284D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F6 0E EE CC DA 9A 9B 80 
108410,16:56:39.933,0x2AE4284F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 42 14 02 DC 82 31 03 1C 
108411,16:56:39.933,0x2AE42851,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 34 EB E7 5D 84 27 0B 00 
108412,16:56:39.933,0x2AE42853,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 CE D2 27 32 F5 1C 20 
108413,16:56:39.933,0x2AE42855,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 28 A4 96 0C E3 2F 8D 64 
108414,16:56:39.933,0x2AE42857,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F4 93 41 CE B4 32 89 5F 
108415,16:56:39.933,0x2AE42859,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EA 58 A5 88 BC B3 E5 3E 
108416,16:56:39.933,0x2AE4285B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 70 FA D4 D4 EC 5D 88 62 
108417,16:56:39.933,0x2AE4285D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4B DC DF CB BB D7 5A 93 
108418,16:56:39.933,0x2AE4285F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 88 00 19 49 4B E2 73 3D 
108419,16:56:39.933,0x2AE42861,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FA B9 99 35 07 FC 65 D2 
108420,16:56:39.933,0x2AE42863,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C4 13 9E 40 CC 19 CF 95 
108421,16:56:39.933,0x2AE42865,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9E 83 8D 65 80 60 CC 65 
108422,16:56:39.933,0x2AE42867,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 89 62 3D AA 4B 65 28 82 
108423,16:56:39.933,0x2AE42869,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 18 1B A7 36 E1 5D EA 42 
108424,16:56:39.933,0x2AE4286B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 08 76 0C 4A 89 80 0E 
108425,16:56:39.933,0x2AE4286D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4C 49 20 F5 AE 55 08 62 
108426,16:56:39.933,0x2AE4286F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9F 11 57 EC 32 0F EE 18 
108427,16:56:39.933,0x2AE42871,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D0 73 2D 20 86 0C 54 24 
108428,16:56:39.933,0x2AE42873,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0D 2D 37 EF 57 AE 75 A1 
108429,16:56:39.933,0x2AE42875,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4E 22 73 DF CF 8E B5 DE 
108430,16:56:39.933,0x2AE42877,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AF C6 94 A4 78 89 89 3C 
108431,16:56:39.933,0x2AE42879,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 BF F3 D2 21 37 04 92 
108432,16:56:39.933,0x2AE4287B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0E BF DA 0E 35 25 AC 5C 
108433,16:56:39.933,0x2AE4287D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E9 9F 7D 2A 0A 4A 89 B6 
108434,16:56:39.933,0x2AE4287F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| AD 67 E1 5E 82 92 80 CA 
108435,16:56:39.933,0x2AE42881,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 07 C5 A0 36 DE FA 57 2A 
108436,16:56:39.933,0x2AE42883,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C6 10 54 6E EC C0 C1 9E 
108437,16:56:39.933,0x2AE42885,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 36 73 7C B9 D0 73 90 44 
108438,16:56:39.933,0x2AE42887,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 18 CE E3 27 FB 8A E7 50 
108439,16:56:39.933,0x2AE42889,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 18 89 E4 4F 3E 3A DA DA 
108440,16:56:39.933,0x2AE4288B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 57 72 D3 0E 46 44 83 D9 
108441,16:56:39.933,0x2AE4288D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EF 9C F3 80 92 31 10 E6 
108442,16:56:39.933,0x2AE4288F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 40 07 26 CC 8E 26 CD CE 
108443,16:56:39.933,0x2AE42891,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 83 9B F2 46 E9 CD E1 DF 
108444,16:56:39.933,0x2AE42893,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B8 6F 4A 8A 92 01 05 20 
108445,16:56:39.933,0x2AE42895,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 86 92 0D 98 C3 DE F3 D6 
108446,16:56:39.933,0x2AE42897,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 0E DD 4B 4A 8A 40 0A 87 
108447,16:56:39.933,0x2AE42899,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BB B6 CD 7E 8D B8 CE 95 
108448,16:56:39.933,0x2AE4289B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 49 2F 25 C1 00 5E 09 86 
108449,16:56:39.933,0x2AE4289D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 69 E5 41 C8 A5 24 88 70 
108450,16:56:39.933,0x2AE4289F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 E2 CC CF CB 87 AD 21 
108451,16:56:39.933,0x2AE428A1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 E5 E4 44 E7 BF D7 53 
108452,16:56:39.933,0x2AE428A3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9D 74 1F C6 60 90 0B 3C 
108453,16:56:39.933,0x2AE428A5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 13 97 56 F8 A9 14 02 AC 
108454,16:56:39.933,0x2AE428A7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 45 4C 25 86 44 B4 0C DE 
108455,16:56:39.933,0x2AE428A9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 83 98 0C 27 08 32 A1 7B 
108456,16:56:39.933,0x2AE428AB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 34 1E F2 A0 50 48 C3 FE 
108457,16:56:39.933,0x2AE428AD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6E 49 87 3D 5C 0B 0F 3A 
108458,16:56:39.933,0x2AE428AF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E8 C0 5C 82 C1 8D AF EF 
108459,16:56:39.933,0x2AE428B1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6D 2A 44 B1 52 55 2C EC 
108460,16:56:39.933,0x2AE428B3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DA 49 39 FC 50 22 50 4B 
108461,16:56:39.933,0x2AE428B5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 00 C0 36 A3 2C AF DF 1A 
108462,16:56:39.933,0x2AE428B7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 92 DC 03 6D 0E EF 11 3E 
108463,16:56:39.933,0x2AE428B9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D5 52 A6 49 20 78 58 BE 
108464,16:56:39.933,0x2AE428BB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B9 EF E7 CA 90 84 94 87 
108465,16:56:39.933,0x2AE428BD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 24 B9 80 01 EA 64 33 EB 
108466,16:56:39.933,0x2AE428BF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 2B 84 84 8F 10 92 49 
108467,16:56:39.933,0x2AE428C1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 6B B6 DD C4 E8 84 38 9C 
108468,16:56:39.933,0x2AE428C3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EF AE B5 63 9A 03 82 05 
108469,16:56:39.933,0x2AE428C5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FA 66 F4 8C 90 92 A2 4D 
108470,16:56:39.933,0x2AE428C7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BC 58 4B F6 E2 FF 00 41 
108471,16:56:39.933,0x2AE428C9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 82 64 29 38 59 DB 53 A4 
108472,16:56:39.933,0x2AE428CB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 34 ED B5 2A 81 12 0B 87 
108473,16:56:39.933,0x2AE428CD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 76 3B 4F 4D BF B5 43 93 
108474,16:56:39.933,0x2AE428CF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 17 0D 1C 3D AA 4A 53 28 
108475,16:56:39.933,0x2AE428D1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 63 78 81 CF B9 E6 C0 
108476,16:56:39.933,0x2AE428D3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E5 C4 80 E4 E5 90 BF 7A 
108477,16:56:39.933,0x2AE428D5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D8 D4 8A 3F E4 3E A5 C3 
108478,16:56:39.933,0x2AE428D7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| F0 6D 9B CE AA 49 67 4B 
108479,16:56:39.933,0x2AE428D9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 1F 89 DF 6D EA 64 61 24 
108480,16:56:39.933,0x2AE428DB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 95 01 88 C3 5E 4D BD FA 
108481,16:56:39.933,0x2AE428DD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 45 02 04 97 24 AA F6 07 
108482,16:56:39.933,0x2AE428DF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| BF 38 73 E5 8B A4 18 83 
108483,16:56:39.933,0x2AE428E1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 72 18 88 DF 66 B0 9D AA 
108484,16:56:39.933,0x2AE428E3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 8D 00 36 27 1F B5 9B C8 
108485,16:56:39.933,0x2AE428E5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 91 CF EA A6 71 26 0C 87 
108486,16:56:39.933,0x2AE428E7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B0 E2 24 B1 B5 B2 A0 00 
108487,16:56:39.933,0x2AE428E9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 82 01 00 81 69 D7 63 D2 
108488,16:56:39.933,0x2AE428EB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 73 09 B9 B6 DD FF 00 
108489,16:56:39.933,0x2AE428ED,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 62 89 B0 4B C4 10 37 82 
108490,16:56:39.933,0x2AE428EF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 73 CB DB 7A C5 88 60 48 
108491,16:56:39.933,0x2AE428F1,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2F 24 37 4A 04 2C DE 29 
108492,16:56:39.933,0x2AE428F3,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 29 BB 6F D3 9D 04 A4 A7 
108493,16:56:39.933,0x2AE428F5,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C4 4C 10 E0 66 D6 9E F4 
108494,16:56:39.933,0x2AE428F7,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B5 3A 42 44 90 40 CE 7E 
108495,16:56:39.933,0x2AE428F9,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FD E8 32 96 95 81 00 3B 
108496,16:56:39.933,0x2AE428FB,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 17 C9 CF 6E 3A 50 21 4C 
108497,16:56:39.933,0x2AE428FD,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 15 A6 E4 92 E6 20 3B E7 
108498,16:56:39.933,0x2AE428FF,ch1,接收,0x0321,数据帧,标准帧,0x08,x| EF CA EF 92 1C 15 3F 88 
108499,16:56:39.933,0x2AE42901,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 11 DC F0 E1 37 A7 75 04 
108500,16:56:39.933,0x2AE42903,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 17 CC 88 BE FA 65 F7 
108501,16:56:39.933,0x2AE42905,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 59 80 76 60 A3 CF D6 81 
108502,16:56:39.933,0x2AE42907,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 16 36 62 44 9C 81 3E 57 
108503,16:56:39.933,0x2AE42909,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DF AB D1 72 84 24 16 0A 
108504,16:56:39.933,0x2AE4290B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| CC 9B 77 F3 95 12 43 31 
108505,16:56:39.933,0x2AE4290D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2E F6 2C 1B 4F 22 2B 25 
108506,16:56:39.933,0x2AE4290F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2E 06 29 92 D3 61 1A 1E 
108507,16:56:39.933,0x2AE42911,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FA 8A 08 BD AE C4 87 6C 
108508,16:56:39.933,0x2AE42913,ch1,接收,0x0321,数据帧,标准帧,0x08,x| C4 FD 18 A6 07 10 01 02 
108509,16:56:39.933,0x2AE42915,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 01 71 CB 5D E3 86 82 98 
108510,16:56:39.933,0x2AE42917,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 14 85 02 1C 64 D0 CF C5 
108511,16:56:39.933,0x2AE42919,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FC B6 A2 F7 48 01 2A 36 
108512,16:56:39.933,0x2AE4291B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B4 F6 F1 C7 2A 05 09 25 
108513,16:56:39.933,0x2AE4291D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 44 A9 88 CE 44 5E EC 7E 
108514,16:56:39.933,0x2AE4291F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 19 A8 29 C1 62 43 3B A7 
108515,16:56:39.933,0x2AE42921,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 83 40 1B 77 94 B0 82 C4 
108516,16:56:39.933,0x2AE42923,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 41 B9 36 D4 4D BA 68 66 
108517,16:56:39.933,0x2AE42925,ch1,接收,0x0321,数据帧,标准帧,0x08,x| D4 14 C0 88 70 21 9F 8C 
108518,16:56:39.933,0x2AE42927,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 92 F1 9E FB 50 20 21 CB 
108519,16:56:39.933,0x2AE42929,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 33 83 23 59 37 D7 7E DF 
108520,16:56:39.933,0x2AE4292B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2B C2 EA 66 2A B1 16 F5 
108521,16:56:39.933,0x2AE4292D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E4 47 5A CC 01 24 0B BC 
108522,16:56:39.933,0x2AE4292F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 76 6F C7 DE 77 89 C3 33 
108523,16:56:39.933,0x2AE42931,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 66 FD B5 02 E1 82 92 43 
108524,16:56:39.933,0x2AE42933,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 99 89 D3 97 28 F5 AC 09 
108525,16:56:39.933,0x2AE42935,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 7F F2 20 07 92 6C ED 
108526,16:56:39.933,0x2AE42937,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DF 3A 62 90 4E 1C 42 64 
108527,16:56:39.933,0x2AE42939,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9B 81 F5 6D 3D 69 99 21 
108528,16:56:39.933,0x2AE4293B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2C EE 5D 81 31 A6 F9 FA 
108529,16:56:39.933,0x2AE4293D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E5 40 89 28 01 CF 85 C3 
108530,16:56:39.933,0x2AE4293F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B5 CE D9 BB 51 B0 32 03 
108531,16:56:39.933,0x2AE42941,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 97 CA F6 7D AF B3 D2 B2 
108532,16:56:39.933,0x2AE42943,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 9C AB 0D EC FD 23 2E 3F 
108533,16:56:39.933,0x2AE42945,ch1,接收,0x0321,数据帧,标准帧,0x08,x| DA 29 65 02 EE E2 E0 DB 
108534,16:56:39.933,0x2AE42947,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 58 73 D0 35 01 2A 2C EC 
108535,16:56:39.933,0x2AE42949,ch1,接收,0x0321,数据帧,标准帧,0x08,x| FB 8C DD CB E7 44 10 E4 
108536,16:56:39.933,0x2AE4294B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3B 16 71 BF B6 5B D2 82 
108537,16:56:39.933,0x2AE4294D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| E5 D2 4A 48 86 68 03 36 
108538,16:56:39.933,0x2AE4294F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 97 D3 3E 39 56 24 62 0E 
108539,16:56:39.933,0x2AE42951,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 09 3A F5 93 3C 4B D0 55 
108540,16:56:39.933,0x2AE42953,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2B 09 0C 73 3B 7C D3 05 
108541,16:56:39.933,0x2AE42955,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 12 41 B0 0F 8A CE 37 CA 
108542,16:56:39.933,0x2AE42957,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 3A 66 F4 84 A4 01 88 38 
108543,16:56:39.933,0x2AE42959,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B2 6E EE F9 F1 3D 28 C1 
108544,16:56:39.933,0x2AE4295B,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 4A 8D AC E0 79 67 13 98 
108545,16:56:39.933,0x2AE4295D,ch1,接收,0x0321,数据帧,标准帧,0x08,x| A0 A1 00 94 97 81 31 CA 
108546,16:56:39.933,0x2AE4295F,ch1,接收,0x0321,数据帧,标准帧,0x08,x| B1 48 2C E2 D3 D6 69 03 
108547,16:56:39.933,0x2AE42961,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 2D 23 C5 84 8F D7 7F D7 
108548,16:56:39.933,0x2AE42963,ch1,接收,0x0321,数据帧,标准帧,0x08,x| 5D B8 56 C4 F9 AB C2 26 
